临近出发再预热座椅	Seats will warm closer to departure
座椅状态待核实	Seat status needs verification
不改变舒适目标	Your comfort target stays unchanged
临近出发再进行局部预热	Local warming will begin closer to departure
出风回传	Blower feedback
分钟加热	minutes of heating
可在空调面板手动使用	Available manually in the climate panel
回传	Reported
回传时间	Vehicle report time
已受理不代表模式已确认	Acceptance does not confirm the mode
已有操作或状态未知时保留原设置	Existing or unknown settings are preserved
座椅使用低档短时预热	Seats use a short cycle of low heat
快速升温	Quick warming
快速降温	Quick cooling
方向盘加热已回传	Wheel heating reported on
方向盘可核对开关状态	Steering wheel on/off status can be checked
方向盘已在加热	Steering wheel is already heating
方向盘按需请求	Steering wheel heating is requested as needed for
方向盘状态未知	Steering wheel state is unknown
暂不参与后台自动调节	Not used for automatic background adjustments yet
本次定时已结束	This timed cycle has ended
本次未启动舒适项目	No new comfort task started
模式	mode
点上方的温度按钮	Tap the temperature button above
空调回传	Climate feedback
等待舒适项目关闭回传	Waiting for comfort features to report off
等待舒适项目运行回传	Waiting for comfort feature operation feedback
自动备车使用舒适目标温度	Automatic preparation uses your comfort target
舒适设置已变化	Comfort settings changed
舒适项目执行结果待核实	Comfort task outcome needs verification
舒适项目操作未受理	Comfort task request was rejected
舒适项目状态待核实	Comfort feature status needs verification
舒适项目继续处理	Comfort tasks are continuing
表面温度未直接测量	Surface temperature is not measured
请求	Requested
车辆暂不回传空调设定值或	The vehicle does not report the climate setpoint or
需要恢复目标时	To return to your target
LO 快速降温	LO Quick cool
HI 快速升温	HI Quick warm
LO / HI 请求 5 分钟，不改变舒适目标。需要恢复目标时，点上方的温度按钮。	LO / HI requests a 5-minute cycle without changing your comfort target. Tap the temperature button above to return to that target.
车辆暂不回传空调设定值或 LO / HI 模式；已受理不代表模式已确认。方向盘可核对开关状态，表面温度未直接测量。	The vehicle does not report the climate setpoint or LO / HI mode. Acceptance is not mode confirmation. Wheel on/off feedback is available; surface temperature is not measured.
座椅使用低档短时预热；方向盘按需请求 5～8 分钟加热，已有操作或状态未知时保留原设置。	Seats use a short low-heat cycle. Wheel heating requests 5-8 minutes when needed. Existing or unknown settings are preserved.
自动备车使用舒适目标温度。LO / HI 可在空调面板手动使用，暂不参与后台自动调节。	Automatic preparation uses your comfort target. LO / HI is available manually in the climate panel, but is not used automatically yet.
开启 8 分钟	Heat for 8 min
是手动快速降温或升温	Manually requests quick cooling or warming
舒适目标保持不变	Your comfort target stays unchanged
方向盘只有开启与关闭	Steering wheel heating is on/off only
自动备车会按允许项和车况选择短时加热	Automatic preparation selects short heating cycles based on your permissions and vehicle state
空调设定值暂不回传	The climate setpoint is not reported
受理后可继续选择	You can keep selecting after acceptance
结果未确认时队列会暂停	The queue pauses on an uncertain outcome
LO / HI 是手动快速降温或升温，舒适目标保持不变。方向盘只有开启与关闭，自动备车会按允许项和车况选择短时加热。	LO / HI manually requests quick cooling or warming without changing your comfort target. Wheel heating is on/off only; automatic preparation selects short cycles based on your permissions and vehicle state.
空调设定值暂不回传；受理后可继续选择，结果未确认时队列会暂停。空调出风量待接入。	The climate setpoint is not reported. You can keep selecting after acceptance; an uncertain outcome pauses the queue. Independent fan speed is not available yet.
方向盘自动加热待实车验证	Automatic wheel heating awaits vehicle testing
本次未参与	Not used in this preparation
方向盘可在空调面板手动开关	Wheel heating can be switched manually in the climate panel
自动加热待实车定时验证后启用	Automatic wheel heating awaits native timer validation
这些新控制先在空调面板手动使用	These new controls are initially available manually in the climate panel
座椅使用低档短时预热。方向盘可在空调面板手动开关，自动加热待实车定时验证后启用。	Seats use a short low-heat cycle. Wheel heating can be switched manually in the climate panel; automatic use awaits vehicle timer validation.
LO / HI 是手动快速降温或升温，舒适目标保持不变。方向盘只有开启与关闭；这些新控制先在空调面板手动使用。	LO / HI manually requests quick cooling or warming without changing your comfort target. Wheel heating is on/off only. These new controls are initially available manually in the climate panel.
不会自动重发	Will not resend automatically
到家后哨兵已关闭	Sentry is off after arriving home
可稍后重试	Try again later
可继续其他操作	Other controls remain available
已查询云端	Cloud checked
找车结果未确认	Horn result unconfirmed
找车请求已受理	Find-car request accepted
找车请求未受理	Find-car request not accepted
收到新车温	New cabin reading received
时间未知	Time unknown
暂无新上报	No newer reading
本次不自动重开	Will stay off for this stop
正在查询	Checking
点开地图	Open map
等待首次读取车温	Waiting for cabin temperature
请留意车辆鸣笛	Listen for the horn
车温上报	Cabin reading
车温暂无新上报	No newer cabin reading
车温记录未变化	Cabin reading unchanged
道路名称待解析	Street name unavailable
附近	nearby
已查询云端 · 车温暂无新上报	Cloud checked · No newer cabin reading
找车结果未确认 · 不会自动重发，可继续其他操作	Horn result unconfirmed · Not resent; other controls remain available
找车请求已受理 · 请留意车辆鸣笛	Find-car request accepted · Listen for the horn
哨兵已关闭 · 本次不自动重开	Sentry is off · Will stay off for this stop
道路名称待解析 · 点开地图	Street name unavailable · Open map
“查询”是手机访问云端的时间，“车温上报”是车辆测量时间。停车后车辆可能暂无新上报。	“Checked” is when your phone fetched cloud data. “Cabin reading” is the vehicle measurement time. A parked car may not send a newer reading.
是手机访问云端的时间	is when your phone fetched cloud data
是车辆测量时间	is the vehicle measurement time
停车后车辆可能暂无新上报	A parked car may not send a newer reading
找车只发送一次鸣笛请求，不需要手动核对才能继续；没听到可稍后再试。	Find car sends one horn request. Other controls stay available without manual acknowledgement. If you hear nothing, try again later.
找车只发送一次鸣笛请求	Find car sends one horn request
尾门解锁请求已受理 · 未抬起可按车尾按键	Tailgate unlock accepted · Press rear button if needed
尾门解锁结果未确认 · 未重发，可继续其他操作	Tailgate unlock unconfirmed · Not resent; other controls available
尾门解锁请求未受理 · 可稍后重试	Tailgate unlock not accepted · Try again later
尾门解锁请求已受理	Tailgate unlock accepted
未抬起可按车尾按键	Press rear button if needed
尾门解锁结果未确认	Tailgate unlock unconfirmed
尾门解锁请求未受理	Tailgate unlock not accepted
远程按钮发送尾门解锁请求；若未抬起，请按车尾按键。锁定不会电动关闭尾门。	Remote control requests a tailgate unlock. If it stays down, press the rear button. Locking does not power-close the tailgate.
远程按钮发送尾门解锁请求	Remote control requests a tailgate unlock
若未抬起	If it stays down
请按车尾按键	Press the rear button
锁定不会电动关闭尾门	Locking does not power-close the tailgate
尾门按钮用于解锁。若未抬起，请按车尾按键；图标继续显示车辆上报的开合状态。	The tailgate button requests an unlock. If it stays down, press the rear button. Its icon continues to show the opening state reported by the car.
尾门按钮用于解锁	The tailgate button requests an unlock
图标继续显示车辆上报的开合状态	The icon continues to show the opening state reported by the car
不需要手动核对才能继续	Other controls stay available without manual acknowledgement
没听到可稍后再试	If you hear nothing, try again later
操作结果仍待回传	Command confirmation still pending
温度达标 · 保持中	Comfortable · maintaining
温度达标	Comfortable
保持中	Maintaining
舱温达标 · 座椅继续处理	Cabin ready · seats finishing
车模浅琥珀色表示偏热，浅蓝色表示偏冷。蓝色气流表示本次备车正在降温，琥珀气流表示升温；中性气流表示保持或仅确认送风。数据过期后气流停止，保留上次车温和时间。	An amber glow means the cabin is warm; a blue glow means it is cool. Blue airflow shows cooling progress, amber shows warming, and neutral lines show holding or confirmed airflow. Old data stops the airflow display; the last temperature and sample time remain visible.
车模浅琥珀色表示偏热	An amber glow means the cabin is warm
浅蓝色表示偏冷	a blue glow means it is cool
蓝色气流表示本次备车正在降温	blue airflow shows cooling progress
琥珀气流表示升温	amber shows warming
中性气流表示保持或仅确认送风	neutral lines show holding or confirmed airflow
数据过期后气流停止	old data stops the airflow display
保留上次车温和时间	the last temperature and sample time remain visible
舱温达标	Cabin ready
等待新的车辆回传	Waiting for a new vehicle report
预热至	Warming to
预冷至	Cooling to
空调已运行	Climate running
等待温度变化	Waiting for temperature change
空调已运行 · 等待温度变化	Climate running · Waiting for temperature change
目标是希望达到的车内温度	The target is your desired cabin temperature
是否达标以实际测量为准	Comfort is confirmed by measured temperature
不能仅凭运行时间判断	Running time alone does not confirm comfort
目标是希望达到的车内温度；是否达标以实际测量为准，不能仅凭运行时间判断。	The target is your desired cabin temperature. Comfort is confirmed by measurements, not by elapsed time.
座舱周围的淡色光晕提示偏热或偏冷	A subtle cabin glow indicates a warm or cool interior
备车空调运行后	Once remote climate is running
琥珀气流表示向目标预热	Amber airflow shows warming toward your target
蓝色表示预冷	Blue shows cooling toward your target
测到温度变化后才显示正在升温或降温	Measured heating or cooling is shown after the temperature changes
中性气流表示保持或送风	Neutral airflow indicates holding or fan operation
座舱周围的淡色光晕提示偏热或偏冷。备车空调运行后，琥珀气流表示向目标预热，蓝色表示预冷；测到温度变化后才显示正在升温或降温。中性气流表示保持或送风。数据过期后气流停止，保留上次车温和时间。	A subtle cabin glow shows a warm or cool interior. Once remote climate is running, amber airflow shows warming toward your target and blue shows cooling. Measured progress appears once the temperature changes. Neutral airflow means holding or fan operation. Flow stops when data expires; the last temperature and time remain.
上次目标	Last target
本次目标	Current target
正在获取新车况…	Getting a new vehicle report…
等待车辆新上报…	Waiting for a new vehicle report…
正在结束本次刷新…	Finishing refresh…
已收到新车况上报	New vehicle report received
温度数值未变	Temperature unchanged
已查询云端 · 车辆暂无新上报	Cloud checked · No new vehicle report
等待新上报已结束 · 保留最新可用记录	Wait ended · Keeping the latest available report
刷新已结束 · 将使用车辆操作回传	Refresh ended · Following the vehicle operation
新车况暂未取到 · 保留云端记录	New report unavailable · Keeping the cloud record
在线连接待收尾	Online session cleanup pending
上次在线连接待收尾 · 请稍后再试	Previous online session needs cleanup · Try again shortly
刚尝试获取新车况 · 车辆暂无新上报	Recently checked · No new vehicle report
本次刷新已结束 · 保留最新可用记录	Refresh ended · Keeping the latest available report
车辆暂无新上报	No new vehicle report
等待新上报已结束	Wait for a new report ended
保留最新可用记录	Keeping the latest available report
刷新已结束	Refresh ended
将使用车辆操作回传	Following the vehicle operation
新车况暂未取到	New report unavailable
保留云端记录	Keeping the cloud record
上次在线连接待收尾	Previous online session needs cleanup
刚尝试获取新车况	Recently requested a new report
本次刷新已结束	Refresh ended
正在获取新车况	Getting a new vehicle report
正在结束本次刷新	Finishing refresh
不会关闭	Will not turn it off
临时任务已过期	Temporary task expired
临时空调停止待确认	Temporary A/C stop unconfirmed
临时空调已结束	Temporary A/C stopped
临时空调请求未受理	Temporary A/C request rejected
会短暂开启空调	Briefly turns A/C on
保留上次车温	Keeping previous temperature
保留原空调	Keeping existing A/C
停止临时空调	Stop temporary A/C
停止空调	Stop A/C
再请求停止	Then request stop
只读取车温	Reading temperature only
尚未开启空调	A/C not started
已交给手动空调操作	Handed over to manual A/C
已取消车温更新	Temperature update cancelled
已有空调只读取	Existing A/C is read only
已有空调或备车只读取	Existing A/C or preparation is read only
已结束车温更新	Temperature update ended
已读取运行中的车温	Read temperature from running A/C
打开空调控制	Open A/C controls
更新车温	Update temperature
未启动临时空调	Temporary A/C not started
未继续发送	No further request sent
未获得新车温	No new temperature received
本次备车未启动	Preparation not started
核对空调	Check A/C
正在准备更新车温	Preparing temperature update
正在核对临时空调是否停止	Checking temporary A/C stop
正在核对新车况	Checking updated vehicle state
正在短暂开启空调获取车温	Briefly starting A/C for temperature
正在结束临时空调	Stopping temporary A/C
正在结束取温	Ending temperature update
正在结束车温更新	Ending temperature update
短开空调取温	Read via A/C
短暂开启空调后读取车温	Briefly start A/C and read temperature
短暂开空调	Brief A/C
空调取温中	A/C temperature update
空调已在运行	A/C already running
空调已有活动或状态未知	A/C is active or state unknown
等待车辆上报	Waiting for vehicle report
系统未允许更新车温	System blocked temperature update
结束中	Ending
结束取温	End update
舒适操作尚未启动	Comfort action not started
请在空调页核对并按需要关闭	Check A/C controls and turn it off if needed
请打开应用重试	Open app and retry
读取后请求停止	Request stop after reading
车温上报已更新	Temperature report updated
车温已更新	Temperature updated
车温暂未更新	No new temperature yet
车温更新尚未结束	Temperature update still active
车温更新已中断	Temperature update interrupted
车温更新已取消	Temperature update cancelled
车温读取未完成	Temperature read incomplete
车辆已接管	Vehicle has taken over
车辆暂无新车温	No new vehicle temperature
随后处理舒适操作	Then apply comfort action
驻车或空调状态待确认	Parked or A/C state unconfirmed
已收到车温	Temperature report received
是车辆回传的时间	Is the vehicle report time
新上报不一定代表重新测温	A new report does not always mean a new measurement
普通刷新只读取车况	Regular refresh only reads vehicle status
点温度旁的	Tap the control beside the temperature
取温后请求停止	Request stop after reading temperature
停止待确认时请核对空调状态	Check A/C when its stop is unconfirmed
正在刷新车况	Refreshing vehicle status
刷新已中断 · 未启动临时空调	Refresh interrupted · temporary A/C was not started
已结束刷新 · 保留已读取的车况	Refresh ended · received status kept
车况读取未完成 · 未启动临时空调	Status unavailable · temporary A/C was not started
车况已更新 · 保留车辆上报的车温	Status updated · reported temperature kept
车况已更新 · 5 分钟内已读取车温	Status updated · temperature read within 5 min
车况已更新 · 车温稍后可重试	Status updated · retry temperature shortly
车况已更新 · 正在更新车温	Status updated · reading cabin temperature
正在结束刷新	Ending refresh
刷新车况与车温	Refresh status and temperature
OpenAVM · 车辆刷新	OpenAVM · Vehicle refresh
刷新时读取车温	Read cabin temperature on refresh
停车休眠时，车辆可能不更新车温。开启后，手动刷新会在必要时短暂启动空调取温，再关闭本次临时空调。	A parked vehicle may stop reporting cabin temperature. When enabled, a manual refresh briefly starts A/C if needed to read the temperature, then stops that temporary A/C.
已有空调只读取；5 分钟内成功取温不重复启动。后台自动刷新只读取车况。	Existing A/C is only observed. A successful read within 5 minutes avoids another start. Background refresh only reads vehicle status.
刷新车况与车温 · 必要时短暂开启空调	Refresh status and temperature · briefly starts A/C if needed
点一次刷新，先显示车况，再按需要更新车温；运行中再点同一个按钮即可结束。必要时会短暂开启空调取温，已有空调只读取。	Tap refresh once: status appears first, then temperature updates if needed. Tap the same button again to end it. A/C may run briefly to obtain a reading; existing A/C is only observed.
“更多”里的“刷新时读取车温”默认开启，可随时关闭。后台自动刷新只读车况；显示停止待确认时，请核对空调状态。	Read cabin temperature on refresh is enabled by default under More and can be turned off. Background refresh only reads status. If a stop is unconfirmed, check the A/C state.
结束	End
已结束刷新	Refresh ended
保留已读取的车况	received status kept
车况已更新	Status updated
保留车辆上报的车温	reported temperature kept
分钟内已读取车温	min since temperature read
车温稍后可重试	retry temperature shortly
正在更新车温	reading cabin temperature
刷新已中断	Refresh interrupted
点一次刷新	Tap refresh once
先显示车况	show status first
再按需要更新车温	then update temperature if needed
运行中再点同一个按钮即可结束	tap the same button again to end it
必要时会短暂开启空调取温	A/C may briefly run to read temperature
里的	under
默认开启	enabled by default
可随时关闭	can be turned off at any time
后台自动刷新只读车况	Background refresh only reads vehicle status
显示停止待确认时	if a stop is unconfirmed
请核对空调状态	check the A/C state
停车休眠时	While parked and asleep
车辆可能不更新车温	the vehicle may stop reporting temperature
开启后	When enabled
手动刷新会在必要时短暂启动空调取温	manual refresh briefly starts A/C if needed to read temperature
再关闭本次临时空调	then stops that temporary A/C
分钟内成功取温不重复启动	min since a successful read avoids another start
后台自动刷新只读取车况	Background refresh only reads vehicle status
车辆刷新	Vehicle refresh
必要时短暂开启空调	briefly starts A/C if needed
先连接极氪账号，就能使用远程车控。想把车机录像传到手机，再单独配对 OpenAVM Recorder。	Connect your ZEEKR account for remote vehicle controls. Pair OpenAVM Recorder separately to receive car recordings.
可以只设置现在需要的功能，其余步骤稍后在「更多 → 新手指南」继续。	Set up what you need now. Continue later in More → Beginner guide.
本地试用版需要先导入协议 JSON，再登录有车辆授权的极氪账号并选择车辆。没有配置文件时，可先跳过并浏览。	This local test build needs a protocol JSON file. Import it, sign in with an authorised ZEEKR account and select your vehicle. Without the file, skip this step to explore.
这里连接成功代表远程车控可用，不代表已经连接车机录像。	This connection enables remote controls. Recorder pairing is a separate step.
保存家的位置不会启用守护；请在自动化里选择是否启用离家开启、到家关闭。	Saving home does not enable parking guard. Choose whether to enable away-from-home guard and turn it off on arrival in Automation.
点一次备车开始，再点同一个按钮停止。等待车辆回传时会显示进度；「已受理」还不等于车辆已经完成。	Tap Prepare once to start, then tap it again to stop. Progress remains visible while waiting for the car. Accepted does not yet mean completed.
琥珀气流表示预热，蓝色表示预冷；温度和时间一起看，旧读数不能当作当前车温。	Amber airflow indicates warming; blue indicates cooling. Always check the temperature timestamp: an old reading is not the current cabin temperature.
「更多 → 刷新时读取车温」默认开启，可随时关闭。后台刷新只读车况。尾门按钮只解锁，必要时到车尾按实体按键。	More → Read cabin temperature on refresh is on by default and can be turned off. Background refresh only reads status. Tailgate control releases the latch; use the physical button if needed.
设置完成后，先在方便观察车辆时试一次备车和一次离家停车，确认结果符合你的习惯。	After setup, try preparation and away-from-home parking when you can check the car, to confirm the behaviour suits you.
录像在手机与车机之间通过局域网传输，不需要私人服务器。不在车旁时可以跳过，远程车控照常使用。	Recordings transfer directly over your local network, without a private server. Away from the car? Skip this step; remote controls still work.
配对只需做一次。传完后可以停止接收以节省手机电量；已收到的录像离线也能播放。	Pair once. After transfer, stop receiving to save phone battery. Received recordings also play offline.
接收已就绪 · 请在车机确认连接	Receiver ready · confirm connection on the car
最近与车机通信正常	Recent car communication
录像接收启动失败 · 打开连接页重试	Recorder receiver failed · open connection to retry
录像接收启动失败	Recorder receiver failed
打开连接页重试	Open connection to retry
接收已就绪	Receiver ready
请在车机确认连接	Confirm connection on the car
先连接极氪账号	Connect your ZEEKR account first
就能使用远程车控	to use remote vehicle controls
想把车机录像传到手机	To receive car recordings
再单独配对	pair separately
可以只设置现在需要的功能	Set up the features you need now
其余步骤稍后在	Continue later in
本地试用版需要先导入协议	This local test build requires the protocol file
再登录有车辆授权的极氪账号并选择车辆	Sign in with an authorised ZEEKR account and select your vehicle
没有配置文件时	Without a configuration file
可先跳过并浏览	skip this step to explore
这里连接成功代表远程车控可用	This connection enables remote controls
不代表已经连接车机录像	Recorder pairing is a separate step
保存家的位置不会启用守护	Saving home does not enable parking guard
请在自动化里选择是否启用离家开启	Choose whether to enable away-from-home guard in Automation
点一次备车开始	Tap Prepare once to start
再点同一个按钮停止	Tap it again to stop
等待车辆回传时会显示进度	Progress stays visible while waiting for the car
还不等于车辆已经完成	does not yet mean completed
琥珀气流表示预热	Amber airflow indicates warming
温度和时间一起看	Check the temperature and its timestamp
旧读数不能当作当前车温	An old reading is not the current cabin temperature
后台刷新只读车况	Background refresh only reads status
尾门按钮只解锁	Tailgate control only releases the latch
必要时到车尾按实体按键	Use the physical button if needed
设置完成后	After setup
先在方便观察车辆时试一次备车和一次离家停车	Try preparation and away-from-home parking when you can check the car
确认结果符合你的习惯	Confirm the behaviour suits you
录像在手机与车机之间通过局域网传输	Recordings transfer over the local network
不在车旁时可以跳过	Skip this step if you are away from the car
远程车控照常使用	Remote controls still work
配对只需做一次	Pair once
传完后可以停止接收以节省手机电量	After transfer, stop receiving to save battery
已收到的录像离线也能播放	Received recordings play offline
开始使用与连接	Getting started
继续上次步骤，或选择需要的帮助	Resume your guide or jump to a topic
登录已保存在本机	Sign-in saved on this phone
导入配置并登录极氪账号	Import configuration and sign in to Zeekr
接收 Recorder 录像，与车辆账号分开设置	Receive Recorder videos with a separate pairing
日常偏好	Everyday preferences
目标温度、座椅舒适与最长时长	Temperature, seat comfort and time limit
预览 2×2 / 4×1 / 4×2 / 4×3	Preview 2×2 / 4×1 / 4×2 / 4×3
自动化与记录	Automation and history
离家开启、到家关闭与本次暂停	Away, home and current parking controls
检查权限、自动更新和运行状态	Permissions, automatic updates and status
查看执行结果与原因	See what happened and why
帮助与诊断	Help and diagnostics
换手机使用	Moving to a new phone
首次安装、重新连接与旧手机设置	First install, reconnecting and your old phone
独立开发的非官方应用。账号配置保存在本机，权限在使用对应功能时申请。	An independently developed, unofficial app. Account configuration stays on this phone. Permissions are requested when you use the relevant feature.
在新手机上开始	Start on a new phone
安装包包含应用，不包含旧手机的账号、家地址或录像。	The installer includes the app, without your old phone's account, home address or recordings.
1 · 连接车辆	1 · Connect your vehicle
准备协议 JSON，导入后登录并选择车辆。	Have your protocol JSON ready, import it, then sign in and select your vehicle.
2 · 重新设置偏好	2 · Set your preferences
设置家的位置与识别范围，核对备车偏好，再添加桌面卡片。	Set home and its radius, review preparation preferences, then add your widgets.
3 · 交接自动化	3 · Move your automations
先暂停旧手机的预约、离家守护和到家关闭，再在新手机开启需要的规则与后台权限。	Pause schedules, away guarding and automatic home disarming on the old phone. Then enable the rules and background permissions you need on the new one.
4 · 配对车机录像（可选）	4 · Pair Recorder (optional)
在同一网络下重新配对这台手机，发送一段已有录像并确认能播放。	Pair this phone on the same network, send an existing recording, and check that it plays.
最后，在方便观察车辆时试一次备车和停车守护，确认通知、结果与习惯一致。	When you can observe the car, try preparation and parking guard to check the notifications and results suit you.
选择步骤	Choose a step
看车况、提前备车、停车守护，把每天用车的几件事放在一起。	Vehicle status, preparation and parking guard, together for your daily drive.
先连接极氪账号。想接收车机录像，再配对 OpenAVM Recorder。两个连接可以分开设置。	Connect your Zeekr account first. Pair OpenAVM Recorder when you want to receive recordings. You can set up either connection independently.
不必一次完成。进度会自动保存，随时在「更多 → 新手指南」继续。	No need to finish now. Your place is saved automatically. Resume from More → Beginner guide.
已经可以读取车况，直接下一步即可。	Your vehicle is connected. You can go straight to the next step.
准备协议 JSON 文件 → 导入配置 → 登录极氪账号 → 选择车辆。guest 账号需要主账号已授予车辆权限。	Prepare a protocol JSON → import it → sign in to Zeekr → select your vehicle. A guest account needs access granted by the main account.
换手机需要重新导入和登录。配置与登录会加密保存在这台手机，不会随安装包带过来。	On a new phone, import your configuration and sign in again. They are stored encrypted on that phone and are not included in the installer.
没有配置文件也可以先浏览；连接页有准备说明。	You can browse without a configuration file. The connection page explains what you need.
输入部分地址并选择匹配结果，或把手机当前位置设为家。家的范围可调整，容忍车辆定位偏移。	Search part of your address and choose a match, or use your phone's current location. Adjust the home radius to allow for vehicle location drift.
保存地址后，在停车守护里分别开启「离家开启」和「到家关闭」。保存地址本身不会开启规则。	After saving home, enable away guarding and home disarming separately in Parking guard. Saving the address does not enable these rules.
手动关闭哨兵后，本次停车不会再自动开启。	Turning sentry off manually pauses automatic guarding for this parking session.
选好目标温度、最长时长，以及是否允许座椅通风或加热。保存偏好不会启动备车。	Choose a target temperature, time limit, and whether to allow seat ventilation or heating. Saving preferences does not start preparation.
点一次开始，再点同一个按钮停止。卡片会显示进度；收到车辆回传后，才会确认结果。	Tap once to start, then tap the same button to stop. Progress stays on the card; results are confirmed from vehicle feedback.
琥珀气流表示预热，蓝色表示预冷。车温旁的时间告诉你读数有多新。	Amber airflow means warming; blue means cooling. The timestamp beside cabin temperature shows how recent it is.
先预览，再选适合桌面的大小。小卡片有备车、找车、车锁、哨兵；大卡片还显示更多车况。	Preview the sizes before adding a widget. Small ones have preparation, find car, lock and sentry. Larger ones show more vehicle information.
点图标直接操作，进度留在卡片上；箭头打开应用。尾门按钮只解锁，需要时到车尾按实体按键。	Tap an icon to act and see progress on the widget; the arrow opens the app. The tailgate button only unlocks it. Use the physical button if needed.
手动刷新默认也读取车温，必要时会短暂开启空调。可在更多里关闭；后台刷新只读车况。	Manual refresh also reads cabin temperature by default and may briefly turn on AC. You can turn this off in More. Background refresh is read-only.
按后台设置页的提示检查通知、电池和预约权限，再启用需要的守护或预约。	Follow Background settings to check notifications, battery restrictions and scheduling permissions. Then enable the guard rules or schedules you need.
省电限制和网络可能延迟更新。刷新成功表示取到了云端记录，不保证车辆刚刚测量；请一起看数据时间。	Battery restrictions and network conditions can delay updates. Refresh success means cloud data was retrieved, not that the car just measured it. Check its timestamp too.
换主力手机时，先暂停旧手机的预约和自动守护，避免两台手机重复执行。	Before switching phones, pause schedules and automatic guarding on the old one to avoid duplicate actions.
在车旁时再设置即可。手机和车机连同一网络，传送已有录像，不需要私人服务器。	Set this up when you are near the car. Connect both devices to the same network to send existing recordings. No private server is needed.
首次配对后会保存连接。传完可停止接收，已收到的录像离线也能播放。	Pairing is saved. Stop receiving when the transfer finishes; downloaded recordings play offline.
回到首页	Go to home
连接后显示你的车况。录像接收可在影像页单独设置。	Your vehicle status appears once connected. Set up recording transfers separately in Video.
当前接入适配澳洲原厂 App 1.6.6。配置需与你使用的版本匹配，车辆权限以你的账号实际授权为准。	This connection supports the Australian official app version 1.6.6. Configuration must match your version; available controls depend on your account's vehicle access.
选一张适合你的卡片	Choose your widget
卡片外观预览	Widget appearance preview
示例车况 · 添加后显示你绑定的车辆	Sample data · Your linked vehicle appears after adding
备车、找车、车锁、哨兵，四个常用操作。	Four everyday controls: prepare, find, lock and sentry.
六个操作、车内温度与车辆状态。	Six controls, cabin temperature and vehicle status.
添加到桌面	Add to home screen
按钮直接执行，卡片显示进度；箭头打开应用。桌面网格和字体大小可能影响显示。	Buttons act directly and progress stays on the widget. The arrow opens the app. Layout varies with your launcher grid and font size.
不会随安装包带过来	Not included in the installer
不保证车辆刚刚测量	The car may not have taken a new measurement
不包含旧手机的账号	Without your old phone's account
不必一次完成	No need to finish now
与车辆账号分开设置	Set up separately from your vehicle account
两个连接可以分开设置	Set up either connection independently
交接自动化	Move automations
以及是否允许座椅通风或加热	And whether to allow seat ventilation or heating
传完可停止接收	Stop receiving after the transfer
传送已有录像	Send existing recordings
保存地址后	After saving the address
保存地址本身不会开启规则	Saving the address does not enable rules
先暂停旧手机的预约	Pause schedules on your old phone first
先暂停旧手机的预约和自动守护	Pause schedules and guarding on your old phone first
先预览	Preview first
六个操作	Six controls
再启用需要的守护或预约	Then enable the rules or schedules you need
再在新手机开启需要的规则与后台权限	Then enable rules and background permissions on the new phone
再添加桌面卡片	Then add widgets
再选适合桌面的大小	Then choose a size for your home screen
再配对	Then pair
准备协议	Prepare protocol
到家关闭与本次暂停	Home disarming and current parking pause
刷新成功表示取到了云端记录	Refresh success means cloud records were retrieved
卡片会显示进度	The widget shows progress
卡片显示进度	Progress stays on the widget
发送一段已有录像并确认能播放	Send an existing recording and check that it plays
可在更多里关闭	Turn this off in More
四个常用操作	Four everyday controls
在停车守护里分别开启	Enable separately in Parking guard
在同一网络下重新配对这台手机	Pair this phone on the same network
在方便观察车辆时试一次备车和停车守护	Try preparation and parking guard when you can observe the car
在车旁时再设置即可	Set this up when near the car
大卡片还显示更多车况	Larger widgets show more vehicle information
安装包包含应用	The installer includes the app
家地址或录像	Home address or recordings
家的范围可调整	The home radius is adjustable
导入后登录并选择车辆	Import, sign in and select your vehicle
小卡片有备车	Small widgets include preparation
已经可以读取车况	Vehicle status is available
座椅舒适与最长时长	Seat comfort and time limit
当前接入适配澳洲原厂	Supports the Australian official
录像接收可在影像页单独设置	Set up recording transfers separately in Video
必要时会短暂开启空调	May briefly turn on AC if needed
或把手机当前位置设为家	Or use your phone's current location as home
或选择需要的帮助	Or choose a help topic
手动刷新默认也读取车温	Manual refresh reads cabin temperature by default
手机和车机连同一网络	Connect both devices to the same network
才会确认结果	Before confirming results
把每天用车的几件事放在一起	Together for your daily drive
按后台设置页的提示检查通知	Follow Background settings to check notifications
按钮直接执行	Buttons act directly
换主力手机时	When switching phones
换手机需要重新导入和登录	Import and sign in again on a new phone
接收	Receive
提前备车	Prepare before departure
收到车辆回传后	After vehicle feedback arrives
文件	File
最后	Finally
最长时长	Time limit
本次停车不会再自动开启	Automatic guarding is paused for this parking session
权限在使用对应功能时申请	Permissions are requested when using the relevant feature
核对备车偏好	Review preparation preferences
桌面网格和字体大小可能影响显示	Layout varies with your launcher grid and font size
检查权限	Check permissions
没有配置文件也可以先浏览	You can browse without a configuration file
添加后显示你绑定的车辆	Your linked vehicle appears after adding
点一次开始	Tap once to start
点图标直接操作	Tap an icon to act
独立开发的非官方应用	An independently developed, unofficial app
电池和预约权限	Battery restrictions and scheduling permissions
登录极氪账号	Sign in to Zeekr
直接下一步即可	Go to the next step
省电限制和网络可能延迟更新	Battery restrictions and network conditions can delay updates
看车况	View vehicle status
确认通知	Check notifications
